,CER,UTMOS,SECS,Language,Speaker Reference Path,Audio Path,Num. Chars,Ground Truth Text,Transcription,Ground Truth Normalized Text,Normalized Transcription
10,2.083333333333333,3.8897593021392822,0.7145490050315857,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_libritts_en/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_10.wav,195," Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day."," Although wagonways merely consisted of parallel planks of wood, they load horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.",although wagonways merely consisted of parallel planks of wood they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day,although wagonways merely consisted of parallel planks of wood they load horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day
11,0.0,4.375370502471924,0.6460981369018555,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_libritts_en/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_11.wav,196, Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered., Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.,its status declined during the twelfth century mainly due to the fact that crusaders had returned bearing gifts such as silks and spices that were valued more than what byzantine markets offered,its status declined during the twelfth century mainly due to the fact that crusaders had returned bearing gifts such as silks and spices that were valued more than what byzantine markets offered
12,0.0,4.024433135986328,0.7747350931167603,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_12.wav,183," It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts.", It can be made very thin and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts.,it can be made very thin and stuck onto other metal it can be made so thin that it was sometimes used to decorate the handpainted pictures in books called illuminated manuscripts,it can be made very thin and stuck onto other metal it can be made so thin that it was sometimes used to decorate the handpainted pictures in books called illuminated manuscripts
13,1.744186046511628,4.002049922943115,0.7509640455245972,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_13.wav,177," They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.", They can see very well in the dark with night vision and move very stealthily too. Ocelots hunt their prey by blending in with their surroundings then pounce in on their prey.,they can see very well in the dark with night vision and move very stealthily too ocelots hunt their prey by blending in with their surroundings then pouncing on their prey,they can see very well in the dark with night vision and move very stealthily too ocelots hunt their prey by blending in with their surroundings then pounce in on their prey
14,0.0,4.078787803649902,0.722810685634613,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_14.wav,170," At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own."," At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.",at the other end of the spectrum one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own,at the other end of the spectrum one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own
15,0.0,4.081100940704346,0.7638363242149353,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_15.wav,215," More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.", More traditional churches often hold an Easter vigil on Saturday night during the Easter weekend with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.,more traditional churches often hold an easter vigil on saturday night during the easter weekend with the congregations often breaking into celebration at the stroke of midnight to celebrate christs resurrection,more traditional churches often hold an easter vigil on saturday night during the easter weekend with the congregations often breaking into celebration at the stroke of midnight to celebrate christs resurrection
16,0.546448087431694,3.6605162620544434,0.7666149139404297,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_16.wav,188," Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.", Greenland was settled sparsely in the Norse sagas they say that Erik the Red was exiled from Iceland for murder and when traveling further west found Greenland and named it Greenland.,greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when traveling further west found greenland and named it greenland
17,2.3529411764705883,4.0529937744140625,0.725604772567749,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_17.wav,172, The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour., parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.,the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour,parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour
18,0.0,4.200136184692383,0.7278455495834351,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_18.wav,198," This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.", This new environment has different resources and different competitors so the new population will need different features or adaptations to be a strong competitor than what they had needed before.,this new environment has different resources and different competitors so the new population will need different features or adaptations to be a strong competitor than what they had needed before,this new environment has different resources and different competitors so the new population will need different features or adaptations to be a strong competitor than what they had needed before
19,0.0,4.391089916229248,0.7423558831214905,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_19.wav,181," The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.", The most readily accessible plant resources would have been the proteins accessible in leaves and legumes but these are hard for primates like us to digest unless they are cooked.,the most readily accessible plant resources would have been the proteins accessible in leaves and legumes but these are hard for primates like us to digest unless they are cooked,the most readily accessible plant resources would have been the proteins accessible in leaves and legumes but these are hard for primates like us to digest unless they are cooked
20,0.0,3.6840269565582275,0.7761246562004089,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_20.wav,187," In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used."," In inland regions of northern India and Pakistan, yogurt is commonly used in curries. In southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.",in inland regions of northern india and pakistan yogurt is commonly used in curries in southern india and some other coastal regions of the subcontinent coconut milk is commonly used,in inland regions of northern india and pakistan yogurt is commonly used in curries in southern india and some other coastal regions of the subcontinent coconut milk is commonly used
21,0.0,3.561253070831299,0.7761669158935547,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_21.wav,164," Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night."," Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",remember that even though music on the main stages may have finished there may be sections of the festival that will keep playing music until late into the night,remember that even though music on the main stages may have finished there may be sections of the festival that will keep playing music until late into the night
22,0.0,4.389839172363281,0.7303494215011597,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_22.wav,146, Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option., Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.,field trips are a large part of any classroom quite often a teacher would love to take her students places to which a bus trip is not an option,field trips are a large part of any classroom quite often a teacher would love to take her students places to which a bus trip is not an option
23,1.2345679012345678,4.016554832458496,0.7640879154205322,en,Evaluation/References_DAPS/f1_script1_clean_segment_0.wav,Evaluation/YourTTS_libritts_en/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_23.wav,169," Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium."," Luca's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.",ukas weapon failed whilst pointed at a fifth mans head schneider has ongoing pain blindness in one eye a missing section of skull and a face rebuilt from titanium,lucas weapon failed whilst pointed at a fifth mans head schneider has ongoing pain blindness in one eye a missing section of skull and a face rebuilt from titanium
24,0.0,4.3824286460876465,0.8231546878814697,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_24.wav,170," Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.", Mass car ownership also leads to a higher incidence of accidents on the roads which leads to the invention of new techniques in healthcare for repairing damaged bodies.,mass car ownership also leads to a higher incidence of accidents on the roads which leads to the invention of new techniques in healthcare for repairing damaged bodies,mass car ownership also leads to a higher incidence of accidents on the roads which leads to the invention of new techniques in healthcare for repairing damaged bodies
25,2.6143790849673203,4.386928558349609,0.786490261554718,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_25.wav,158," I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them, Armand Versace said."," I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them, Arman Verses said.",i lost my sister and her friend and on my way there were two disabled people in wheelchairs people just jumping over and pushing them armand versace said,i lost my sister and her friend and on my way there were two disabled people in wheelchairs people just jumping over and pushing them arman verses said
26,0.0,4.334012985229492,0.787114143371582,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_26.wav,185, The Articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent., The articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent.,the articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent,the articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent
27,0.0,4.072753429412842,0.8439226746559143,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_27.wav,186," Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately."," Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",oliver sacks in his paper the presidents speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately,oliver sacks in his paper the presidents speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately
28,0.0,4.361880302429199,0.8040051460266113,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_28.wav,163, His work is of such recognized quality and detail that he is one of the very few household names among philatelists. Some specialize in collecting his work alone.," His work is of such recognized quality and detail that he is one of the very few household names among philatelists, some specialize in collecting his work alone.",his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone,his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone
29,0.0,4.04915714263916,0.8069064617156982,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_29.wav,141," This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.", This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo and is made of lots of small particles.,this theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo and is made of lots of small particles,this theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo and is made of lots of small particles
30,0.0,4.24892520904541,0.8310009241104126,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_30.wav,199," Though it is widely used, especially among non-Romani, the word Gypsy is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people."," Though it is widely used, especially among non-Romani, the word gypsy is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.",though it is widely used especially among nonromani the word gypsy is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of romani people,though it is widely used especially among nonromani the word gypsy is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of romani people
31,0.0,4.244864463806152,0.8273770213127136,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_31.wav,143," Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room."," Ironing damp clothes can help them dry, many hotels have an iron and ironing board available for loan even if one is not present in the room.",ironing damp clothes can help them dry many hotels have an iron and ironing board available for loan even if one is not present in the room,ironing damp clothes can help them dry many hotels have an iron and ironing board available for loan even if one is not present in the room
32,2.5806451612903225,4.034934043884277,0.8050101399421692,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_32.wav,164," A simple popular dinner, especially during the summer, is the Pa amb Oli: Bread with olive oil, tomato, and any available condiments such as cheese, tunafish, etc."," A simple popular dinner especially during the summer is the Pa'am Ali bread with olive oil, tomato and any available condiments such as cheese, tuna fish etc.",a simple popular dinner especially during the summer is the pa amb oli bread with olive oil tomato and any available condiments such as cheese tunafish etc,a simple popular dinner especially during the summer is the paam ali bread with olive oil tomato and any available condiments such as cheese tuna fish etc
33,0.0,4.384428024291992,0.8188766837120056,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_33.wav,161," While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province."," While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.",while goma is reasonably safe any visits outside of goma should be researched to understand the state of the fighting that persists in the north kivu province,while goma is reasonably safe any visits outside of goma should be researched to understand the state of the fighting that persists in the north kivu province
34,1.342281879194631,4.427595138549805,0.8239648938179016,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_34.wav,152, The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation., The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us has given us much easier and faster transportation.,the wheel has changed the world in incredible ways the biggest thing that the wheel has done for us is given us much easier and faster transportation,the wheel has changed the world in incredible ways the biggest thing that the wheel has done for us has given us much easier and faster transportation
35,5.298013245033113,4.339127540588379,0.8283718228340149,en,Evaluation/References_DAPS/f2_script1_clean_segment_4.wav,Evaluation/YourTTS_libritts_en/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_35.wav,154," For example visiting castles in the Loire Valley, the Rhine valley or taking a cruise to interesting cites on the Danube or boating along the Erie Canal."," for example visiting castles in the Loyer Valley, the Rhine Valley or taking a cruise to interesting sites on the Danube or boating along the Erie Kennel.",for example visiting castles in the loire valley the rhine valley or taking a cruise to interesting cites on the danube or boating along the erie canal,for example visiting castles in the loyer valley the rhine valley or taking a cruise to interesting sites on the danube or boating along the erie kennel
36,1.1049723756906076,4.174917221069336,0.6636079549789429,en,Evaluation/References_DAPS/f3_script1_clean_segment_45.wav,Evaluation/YourTTS_libritts_en/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_36.wav,185," Subsistence agriculture is a simple, often organic, system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield."," Subsistence agriculture is a simple, often organic, system using safe seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.",subsistence agriculture is a simple often organic system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield,subsistence agriculture is a simple often organic system using safe seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield
37,0.0,4.346615791320801,0.6518322229385376,en,Evaluation/References_DAPS/f3_script1_clean_segment_45.wav,Evaluation/YourTTS_libritts_en/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_37.wav,155, Due to the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the Galapagos., Due to the long distance from the continent mammals were unable to make the journey making the giant Tortoise the primary grazing animal in the Galapagos.,due to the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the galapagos,due to the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the galapagos
38,0.0,3.951425075531006,0.6953191757202148,en,Evaluation/References_DAPS/f3_script1_clean_segment_45.wav,Evaluation/YourTTS_libritts_en/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_38.wav,171," Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class."," Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class.",technology offers the solution with virtual field trips students can look at museum artifacts visit an aquarium or admire beautiful art while sitting with their class,technology offers the solution with virtual field trips students can look at museum artifacts visit an aquarium or admire beautiful art while sitting with their class
39,0.0,4.455549240112305,0.6179054975509644,en,Evaluation/References_DAPS/f3_script1_clean_segment_45.wav,Evaluation/YourTTS_libritts_en/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_39.wav,150," Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent, and exits can be hard to find."," Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent, and exits can be hard to find.",casinos typically make many efforts to maximize time and money spent by guests windows and clocks are usually absent and exits can be hard to find,casinos typically make many efforts to maximize time and money spent by guests windows and clocks are usually absent and exits can be hard to find
40,0.0,3.998913526535034,0.6379989385604858,en,Evaluation/References_DAPS/f3_script1_clean_segment_45.wav,Evaluation/YourTTS_libritts_en/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_40.wav,178, Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore it narrows the research area and makes it much more exact.," Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition, therefore it narrows the research area and makes it much more exact.",neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition therefore it narrows the research area and makes it much more exact,neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition therefore it narrows the research area and makes it much more exact
