speaker_reference,text,generated_wav,language
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_11.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_12.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_13.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_14.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_15.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_16.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav, The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_17.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_18.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_19.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_20.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_21.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav, Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_22.wav,en
Evaluation/References_DAPS/f1_script1_clean_segment_0.wav," Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f1_script1_clean_segment_0.wav/f1_script1_clean_segment_0.wav_en_23.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_24.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them, Armand Versace said.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_25.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, The Articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_26.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_27.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, His work is of such recognized quality and detail that he is one of the very few household names among philatelists. Some specialize in collecting his work alone.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_28.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_29.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," Though it is widely used, especially among non-Romani, the word Gypsy is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_30.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_31.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," A simple popular dinner, especially during the summer, is the Pa amb Oli: Bread with olive oil, tomato, and any available condiments such as cheese, tunafish, etc.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_32.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_33.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav, The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_34.wav,en
Evaluation/References_DAPS/f2_script1_clean_segment_4.wav," For example visiting castles in the Loire Valley, the Rhine valley or taking a cruise to interesting cites on the Danube or boating along the Erie Canal.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f2_script1_clean_segment_4.wav/f2_script1_clean_segment_4.wav_en_35.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Subsistence agriculture is a simple, often organic, system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_36.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, Due to the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the Galapagos.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_37.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_38.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent, and exits can be hard to find.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_39.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore it narrows the research area and makes it much more exact.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_40.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, If you want to be close to the action you're going to have to get in early to get a camping site close to the music.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_41.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_42.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Filters vary in effectiveness, and should you have a concern, then you should consider buying your water in a sealed bottle from a reputable company.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_43.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_44.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_45.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_46.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_47.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_48.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_49.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," When asked for comment, Miller said, Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_50.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_51.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_52.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called Manta.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_53.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_54.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, At one point a member of the mob waved the head of a royal guard killed at Versailles in front of the terrified Queen.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_55.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, Professor Pamela Ferguson of the University of Dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_56.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," Severe weather can occur anywhere in the world, and there are different types of it, which can depend on geography, topography, and atmospheric conditions.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_57.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_58.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_59.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_60.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_61.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_62.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_63.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_64.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_65.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_66.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_67.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_68.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, This provides us with a lot of information and material to build simulation models which help us to understand processes in our mind.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_69.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, The up bow mark looks like a V and the down bow mark like a staple or a square missing its bottom side.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_70.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_71.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Eventually, after thousands or even millions of years, the two populations will look so different that they can't be called the same species.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_72.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_73.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_74.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_75.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_76.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_77.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Check that the bus you are thinking of taking goes into Hebron and not just to the nearby Jewish settlement of Kiryat Arba.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_78.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_79.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_80.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Dustin Goldust Runnels commented that Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.,Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_81.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_82.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Examples include control, planning and scheduling, the ability to answer customer diagnoses and questions, as well as handwriting recognition, voice and face.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_83.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",Evaluation/Tortoise_num_autoregressive_samples_256_diffusion_iterations_200/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_84.wav,en
